Nome / Razão Social;Vínculo com o RGP;Número no RGP;cidade;UF;Tipo de Pessoa
DAMM **************************;Indústria de pesca;RJI00043450 ;Cachoeiras de Macacu,RJ,Brasil;RJ;Pessoa Jurídica
DAMM **************************;Indústria de pesca;SPI00033555 ;Osasco,SP,Brasil;SP;Pessoa Jurídica
DAMM **************************;Indústria de pesca;SPI00033555 ;Osasco,SP,Brasil;SP;Pessoa Jurídica
DANIEL **************************;Indústria de pesca;AMI00039677 ;Jutaí,AM,Brasil;AM;Pessoa Jurídica
DAVID ********************;Indústria de pesca, Proprietário de embarcação;SCI00035487 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
Dayse *************************;Indústria de pesca;SCI00040044 ;Jaguaruna,SC,Brasil;SC;Pessoa Jurídica
D ***************;Indústria de pesca;API00044210 ;Oiapoque,AP,Brasil;AP;Pessoa Jurídica
DETONI ***************;Indústria de pesca;SCI00033975 ;Penha,SC,Brasil;SC;Pessoa Jurídica
DIA **************************************************************************;Indústria de pesca;SPI00042454 ;Guarulhos,SP,Brasil;SP;Pessoa Jurídica
DIONILDO **********************;Indústria de pesca;BAI00032187 ;Porto Seguro,BA,Brasil;BA;Pessoa Jurídica
DISTRIBUIDORA **************************;Indústria de pesca;AMI00036087 ;Tefé,AM,Brasil;AM;Pessoa Jurídica
DISTRIBUIDORA **********************;Indústria de pesca;SPI00033685 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
DISTRIBUIDORA **********************************;Indústria de pesca;SPI00033867 ;Cotia,SP,Brasil;SP;Pessoa Jurídica
DISTRIBUIDORA *******************************************;Indústria de pesca;SPI00033697 ;Cotia,SP,Brasil;SP;Pessoa Jurídica
DIVINO *********************;Indústria de pesca;AMI00041476 ;Presidente Figueiredo,AM,Brasil;AM;Pessoa Jurídica
DOMINGOS *****************;Indústria de pesca;ESI00003138 ;Guarapari,ES,Brasil;ES;Pessoa Jurídica
DO **********************;Indústria de pesca;PBI00042076 ;Cabedelo,PB,Brasil;PB;Pessoa Jurídica
D. *****************************************;Indústria de pesca;PRI00032967 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
DU-ARTE ***************;Indústria de pesca;SCI00031027 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
DU-ARTE ***************;Indústria de pesca;SCI00031027 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
DUGONGO **************************;Indústria de pesca;SCI00034235 ;Lontras,SC,Brasil;SC;Pessoa Jurídica
EBP ***********************************;Indústria de pesca;CEI00001956 ;Itarema,CE,Brasil;CE;Pessoa Jurídica
ECOFISH **************************;Indústria de pesca;MGI00043148 ;Uberlândia,MG,Brasil;MG;Pessoa Jurídica
ECOMAR **********************;Indústria de pesca, Proprietário de embarcação;PAI00000048 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
ECOTOP ***********************************************;Indústria de pesca;RJI00042786 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
EDENICIO ********************;Indústria de pesca;SCI00033265 ;Penha,SC,Brasil;SC;Pessoa Jurídica
E *********************;Indústria de pesca;PAI00043966 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
EDILENE **********;Indústria de pesca;SCI00033287 ;Penha,SC,Brasil;SC;Pessoa Jurídica
EDILENE **********;Indústria de pesca;SCI00033287 ;Penha,SC,Brasil;SC;Pessoa Jurídica
EDMILSON **********************;Indústria de pesca;BAI00032207 ;Porto Seguro,BA,Brasil;BA;Pessoa Jurídica
EDUARDO ********************;Indústria de pesca;BAI00024620 ;Prado,BA,Brasil;BA;Pessoa Jurídica
EL *******************************;Indústria de pesca;CEI00042388 ;Extremoz,RN,Brasil;CE;Pessoa Jurídica
ELISABETE *************************;Indústria de pesca;PRI00030909 ;Antonina,PR,Brasil;PR;Pessoa Jurídica
ELISABETE *************************;Indústria de pesca;PRI00030909 ;Antonina,PR,Brasil;PR;Pessoa Jurídica
ELISANDRO ******;Indústria de pesca;SCI00031509 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
ELISANDRO ******;Indústria de pesca;SCI00031509 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
ELISETE ******************;Indústria de pesca;SCI00037981 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
ELISETE ******************;Indústria de pesca;SCI00037981 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
ELISETE ******************;Indústria de pesca;SCI00037981 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
ELITE *************************************;Indústria de pesca;PAI00043950 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
EL ********************************************************;Indústria de pesca;SCI00043080 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
ELTON ************************;Indústria de pesca;SCI00039785 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
EMPÓRIO *****************************************;Indústria de pesca;MGI00026648 ;Ribeirão das Neves,MG,Brasil;MG;Pessoa Jurídica
EMPREENDIMENTO ******************************;Indústria de pesca;SPI00034457 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
EMPREENDIMENTO ******************************;Indústria de pesca;SCI00034551 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
Empresa ********************;Indústria de pesca, Proprietário de embarcação;RJI00017127 ;Niterói,RJ,Brasil;RJ;Pessoa Jurídica
Empresa ***********************************;Indústria de pesca;RJI00003286 ;Casimiro de Abreu,RJ,Brasil;RJ;Pessoa Jurídica
ENIVIX ****;Indústria de pesca;SCI00034285 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
ENSEG **************************;Indústria de pesca, Licença de aquicultor;RNI00032289,RNU11524020 ;Natal,RN,Brasil;RN;Pessoa Jurídica
ENTREPOSTO **************************;Indústria de pesca;MGI00034495 ;Patrocínio,MG,Brasil;MG;Pessoa Jurídica
ENTREPOSTO *******************************;Indústria de pesca, Licença de aquicultor;MGI00025138,MGU11403018 ;Prata,MG,Brasil;MG;Pessoa Jurídica
ENTREPOSTO *******************************;Indústria de pesca;SCI00034327 ;Vitor Meireles,SC,Brasil;SC;Pessoa Jurídica
EPITACIO *************************;Indústria de pesca;PEI00041170 ;Recife,PE,Brasil;PE;Pessoa Jurídica
ERICK *******************;Indústria de pesca;RSI00044196 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
ESTEFANO **********************;Indústria de pesca;PRI00030937 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
ESTEFANO **********************;Indústria de pesca;PRI00030937 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
Estrela **************************************;Indústria de pesca;SPI00042980 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
ESTUARIO *************************;Indústria de pesca, Licença de aquicultor;RJI00043278,RJU11577488 ;Mangaratiba,RJ,Brasil;RJ;Pessoa Jurídica
EUCIAS *************;Indústria de pesca;AMI00040956 ;Fonte Boa,AM,Brasil;AM;Pessoa Jurídica
Eunice ************;Indústria de pesca;RSI00042576 ;Tramandaí,RS,Brasil;RS;Pessoa Jurídica
EXPOL ****************************;Indústria de pesca;SPI00033925 ;Jacareí,SP,Brasil;SP;Pessoa Jurídica
FACO ******************************;Indústria de pesca;BAI00024514 ;Canavieiras,BA,Brasil;BA;Pessoa Jurídica
FAIFS ****************;Indústria de pesca;RNI00035727 ;Parnamirim,RN,Brasil;RN;Pessoa Jurídica
F ***********************;Indústria de pesca;PAI00005986 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
F ***********************;Indústria de pesca;PAI00005986 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
FAROL ************************;Indústria de pesca;SCI00042060 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
FAROL **************************;Indústria de pesca;SCI00032691 ;Biguaçu,SC,Brasil;SC;Pessoa Jurídica
FBR4 *****************************;Indústria de pesca;RJI00003316 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
FC *************************************;Indústria de pesca;PRI00041686 ;Maringá,PR,Brasil;PR;Pessoa Jurídica
F ****************************;Indústria de pesca;BAI00026870 ;Alcobaça,BA,Brasil;BA;Pessoa Jurídica
FED. **********************;Indústria de pesca;AMI00024476 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
FED. **********************;Indústria de pesca;AMI00024476 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
FERREIRA ***************************;Indústria de pesca;SCI00035731 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
FERREIRA *****************************************************************;Indústria de pesca;SCI00042128 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
FERREIRA *****************************************************************;Indústria de pesca;SCI00042128 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
F ************************************;Indústria de pesca;PAI00038567 ;Belém,PA,Brasil;PA;Pessoa Jurídica
FIPESCA *****************************************;Indústria de pesca;SPI00034809 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
FISH *****************;Indústria de pesca;PAI00041514 ;Belém,PA,Brasil;PA;Pessoa Jurídica
FISH *****************;Indústria de pesca;PAI00041514 ;Belém,PA,Brasil;PA;Pessoa Jurídica
FISH ********************;Indústria de pesca;SCI00044390 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
FISHES *********************************;Indústria de pesca;ESI00038555 ;Piúma,ES,Brasil;ES;Pessoa Jurídica
FISH-LIFE *********************************;Indústria de pesca;SCI00025508 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
FISH ***************;Indústria de pesca;API00035409 ;Oiapoque,AP,Brasil;AP;Pessoa Jurídica
FKC ***************************;Indústria de pesca;CEI00033821 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
FLORENCIO *************;Indústria de pesca;SCI00043290 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
FORTE *********************************************;Indústria de pesca;PAI00018571 ;Belém,PA,Brasil;PA;Pessoa Jurídica
FORT *******************************************;Indústria de pesca;SCI00027234 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
FRANCISCO ***********;Indústria de pesca;SCI00034525 ;Tijucas,SC,Brasil;SC;Pessoa Jurídica
FRANCISCO ***************;Indústria de pesca;CEI00042398 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
FRANCISCO ***********************;Indústria de pesca;CEI00033451 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
Francisco ********************;Indústria de pesca, Licença de aquicultor;PEI00043998,PEU00003246 ;Igarassu,PE,Brasil;PE;Pessoa Jurídica
FRANCISCO *************************;Indústria de pesca;SPI00034407 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
FRANCISCO ***********;Indústria de pesca;AMI00041506 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
Franzese **********************************;Indústria de pesca;SPI00026336 ;Guarujá,SP,Brasil;SP;Pessoa Jurídica
Fresh ******************;Indústria de pesca, Proprietário de embarcação;PAI00031695 ;Belém,PA,Brasil;PA;Pessoa Jurídica
FRESH ********************;Indústria de pesca;PAI00028674 ;Belém,PA,Brasil;PA;Pessoa Jurídica
FRIGOBOX *************************;Indústria de pesca;BAI00028148 ;Salvador,BA,Brasil;BA;Pessoa Jurídica
FRIGOPEIXE **************************************;Indústria de pesca;AMI00035811 ;Tefé,AM,Brasil;AM;Pessoa Jurídica
FRIGOPESCA ;Indústria de pesca;AMI00036269 ;Manacapuru,AM,Brasil;AM;Pessoa Jurídica
FRIGORICO ***********;Indústria de pesca;SPI00034785 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
FRIGORÍFICO *****************;Indústria de pesca;AMI00036515 ;Manacapuru,AM,Brasil;AM;Pessoa Jurídica
FRIGORIFICO ***********************************;Indústria de pesca;API00035311 ;Santana,AP,Brasil;AP;Pessoa Jurídica
FRIGORIFICO *********************;Indústria de pesca;SPI00043214 ;Santa Albertina,SP,Brasil;SP;Pessoa Jurídica
FRIGORIFICO ******************************;Indústria de pesca;SPI00033099 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
FRIGORÍFICO ***********;Indústria de pesca;MGI00035197 ;Contagem,MG,Brasil;MG;Pessoa Jurídica
FRIGORIFICO *********;Indústria de pesca;RJI00034681 ;Duque de Caxias,RJ,Brasil;RJ;Pessoa Jurídica
FRIGORIFICO *********;Indústria de pesca;DFI00043578 ;Brasília,DF,Brasil;DF;Pessoa Jurídica
FRIGORIFICO ********;Indústria de pesca;BAI00026820 ;Valença,BA,Brasil;BA;Pessoa Jurídica
FRIGORIFICO ******************;Indústria de pesca;RNI00042800 ;Canguaretama,RN,Brasil;RN;Pessoa Jurídica
FRIGORIFICO *************;Indústria de pesca;AMI00039297 ;Fonte Boa,AM,Brasil;AM;Pessoa Jurídica
FRIGORÍFICO *******;Indústria de pesca;AMI00038975 ;Itacoatiara,AM,Brasil;AM;Pessoa Jurídica
Frigorífico ***********;Indústria de pesca;AMI00044016 ;Codajás,AM,Brasil;AM;Pessoa Jurídica
FRIGORIFICO ******************;Indústria de pesca;PAI00038339 ;Salvaterra,PA,Brasil;PA;Pessoa Jurídica
FRIGORIFICO *********************;Indústria de pesca;MGI00039917 ;Morada Nova de Minas,MG,Brasil;MG;Pessoa Jurídica
FRIOLINS *************************************;Indústria de pesca;AMI00036275 ;Manacapuru,AM,Brasil;AM;Pessoa Jurídica
FRIOPART **************************;Indústria de pesca;SPI00034439 ;Jandira,SP,Brasil;SP;Pessoa Jurídica
Friozem **************************;Indústria de pesca;RSI00033871 ;Esteio,RS,Brasil;RS;Pessoa Jurídica
FRIPEIXES **********;Indústria de pesca;PRI00036911 ;Terra Rica,PR,Brasil;PR;Pessoa Jurídica
FRUMAR ******************;Indústria de pesca;SCI00027298 ;Tijucas,SC,Brasil;SC;Pessoa Jurídica
FRUMAR ******************;Indústria de pesca;SCI00027298 ;Tijucas,SC,Brasil;SC;Pessoa Jurídica
FRUMAR ******************;Indústria de pesca;SCI00027298 ;Tijucas,SC,Brasil;SC;Pessoa Jurídica
FRUTOS **********************************************;Indústria de pesca;RJI00003898 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
FUNCHAL ******************************************;Indústria de pesca;SPI00033727 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
GAROUPA **************************************;Indústria de pesca;SPI00033549 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
GAROUPA *************************************************;Indústria de pesca;SCI00039995 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
GAT ******************************;Indústria de pesca;SPI00033527 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
GCT ************************;Indústria de pesca;BAI00026108 ;Alcobaça,BA,Brasil;BA;Pessoa Jurídica
GDC **************;Indústria de pesca;SCI00003156 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
GDC **************;Indústria de pesca;SCI00003156 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
GELSON ***************;Indústria de pesca;SCI00034025 ;Itapema,SC,Brasil;SC;Pessoa Jurídica
GENESIS **************************************;Indústria de pesca;SCI00037897 ;Jaguaruna,SC,Brasil;SC;Pessoa Jurídica
GERBI **********************************************************;Indústria de pesca;SPI00003324 ;Estiva Gerbi,SP,Brasil;SP;Pessoa Jurídica
GILNEI ********************;Indústria de pesca;RSI00020496 ;São José do Norte,RS,Brasil;RS;Pessoa Jurídica
GILVAN *******************;Indústria de pesca, Proprietário de embarcação;PAI00002250 ;Bragança,PA,Brasil;PA;Pessoa Jurídica
GLOBAL ***********************;Indústria de pesca, Registro de aquicultor;SPI00035941,SPR11570330 ;Santa Clara d`Oeste,SP,Brasil;SP;Pessoa Jurídica
Goldfish *************************;Indústria de pesca, Proprietário de embarcação;PAI00001718 ;Belém,PA,Brasil;PA;Pessoa Jurídica
GOLFINHO ****************************************************;Indústria de pesca;SCI00033389 ;Biguaçu,SC,Brasil;SC;Pessoa Jurídica
GOLFINHO ****************************************************;Indústria de pesca;SCI00033389 ;Biguaçu,SC,Brasil;SC;Pessoa Jurídica
GOLFO *********************************;Indústria de pesca;SCI00030311 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
GONDOMAR ***********************************************;Indústria de pesca;CEI00039525 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
GOUVEIA ******************************************;Indústria de pesca;PRI00030799 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
GROSSO *******************************;Indústria de pesca;AMI00040914 ;Juruá,AM,Brasil;AM;Pessoa Jurídica
G. ******************;Indústria de pesca;BAI00026214 ;Prado,BA,Brasil;BA;Pessoa Jurídica
GUIFFER ***************************************;Indústria de pesca;PRI00038287 ;Colombo,PR,Brasil;PR;Pessoa Jurídica
GUSTAVO **************************;Indústria de pesca;SCI00044038 ;Imaruí,SC,Brasil;SC;Pessoa Jurídica
H ************;Indústria de pesca;CEI00035909 ;Pindoretama,CE,Brasil;CE;Pessoa Jurídica
HAVITA ****************************;Indústria de pesca;SCI00034605 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
HAVITA ****************************;Indústria de pesca;SPI00033567 ;Mairinque,SP,Brasil;SP;Pessoa Jurídica
Hector *********************;Indústria de pesca;SCI00031657 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
HELIO **************************;Indústria de pesca;BAI00030125 ;Belmonte,BA,Brasil;BA;Pessoa Jurídica
HIRO *****************************;Indústria de pesca;SPI00033517 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
H ******************************************;Indústria de pesca, Proprietário de embarcação;CEI00037615 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
HOLAMAR-INDUSTRIA, *****************************************;Indústria de pesca;SCI00036139 ;Penha,SC,Brasil;SC;Pessoa Jurídica
H. **************;Indústria de pesca;API00035571 ;Macapá,AP,Brasil;AP;Pessoa Jurídica
HUGO *****************;Indústria de pesca;SPI00044500 ;Porto Ferreira,SP,Brasil;SP;Pessoa Jurídica
ICAPEL *****************;Indústria de pesca, Proprietário de embarcação;CEI00031485 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
ICAPEL *****************;Indústria de pesca, Proprietário de embarcação;CEI00031485 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
ICAP **************************************;Indústria de pesca;SCI00027340 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
ICAP **************************************;Indústria de pesca;SCI00027340 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
IGLU ****************************;Indústria de pesca;SPI00034467 ;Marília,SP,Brasil;SP;Pessoa Jurídica
IGLU ****************************;Indústria de pesca;SPI00034471 ;São José do Rio Pardo,SP,Brasil;SP;Pessoa Jurídica
IH ************************************;Indústria de pesca;SCI00043498 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
IMBITUBA *************************************************************;Indústria de pesca;SCI00033395 ;Imbituba,SC,Brasil;SC;Pessoa Jurídica
IMCOPESC **************************************;Indústria de pesca;SPI00035835 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
IMCOPESC **************************************;Indústria de pesca;SPI00035835 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
IMPÉRIO ***************;Indústria de pesca;PAI00043386 ;Belém,PA,Brasil;PA;Pessoa Jurídica
IMPULSE **********************************************;Indústria de pesca;SPI00030847 ;Americana,SP,Brasil;SP;Pessoa Jurídica
IMPULSE **********************************************;Indústria de pesca;SCI00031269 ;Balneário Camboriú,SC,Brasil;SC;Pessoa Jurídica
INCOPE-INDUSTRIA ***************************;Indústria de pesca;MGI00021394 ;Nova Ponte,MG,Brasil;MG;Pessoa Jurídica
INDÚSTRIA ******************************************;Indústria de pesca;MGI00035187 ;Belo Horizonte,MG,Brasil;MG;Pessoa Jurídica
INDUSTRIA *********************;Indústria de pesca, Registro de aquicultor;RNI00035705,RNR11434080 ;São Pedro da Aldeia,RJ,Brasil;RN;Pessoa Jurídica
INDUSTRIA *********************;Indústria de pesca;RJI00035589 ;Macaíba,RN,Brasil;RJ;Pessoa Jurídica
INDUSTRIA ***************************************;Indústria de pesca;RJI00043344 ;Cabo Frio,RJ,Brasil;RJ;Pessoa Jurídica
INDÚSTRIA **********************;Indústria de pesca;SCI00041960 ;Biguaçu,SC,Brasil;SC;Pessoa Jurídica
INDUSTRIA **********************************************;Indústria de pesca;RJI00035755 ;Tanguá,RJ,Brasil;RJ;Pessoa Jurídica
INDÚSTRIA ************************************;Indústria de pesca;SPI00034391 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
INDÚSTRIA ************************************;Indústria de pesca;SPI00034815 ;Ubatuba,SP,Brasil;SP;Pessoa Jurídica
Industria ************************************;Indústria de pesca;PRI00031877 ;Arapongas,PR,Brasil;PR;Pessoa Jurídica
Industria ************************************;Indústria de pesca;PRI00031877 ;Arapongas,PR,Brasil;PR;Pessoa Jurídica
Industria *******************************************;Indústria de pesca;PRI00031881 ;Arapongas,PR,Brasil;PR;Pessoa Jurídica
Indústria ***********************************;Indústria de pesca;RSI00000356 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
INDÚSTRIA *************************************;Indústria de pesca;SCI00003178 ;Itapema,SC,Brasil;SC;Pessoa Jurídica
Indústria **********************************;Indústria de pesca;RSI00000418 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
INDUSTRIA ***********************************;Indústria de pesca;SCI00031407 ;Penha,SC,Brasil;SC;Pessoa Jurídica
INDUSTRIA ********************************************;Indústria de pesca;SCI00043504 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
INDÚSTRIA ********************************************;Indústria de pesca;SCI00043660 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
INDÚSTRIA ***********************************;Indústria de pesca;SCI00033371 ;Imaruí,SC,Brasil;SC;Pessoa Jurídica
INDÚSTRIA ***********************************;Indústria de pesca;SCI00033371 ;Imaruí,SC,Brasil;SC;Pessoa Jurídica
INDUSTRIAS *****************************;Indústria de pesca, Proprietário de embarcação;RSI00000646 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
INDUSTRIAS *****************************;Indústria de pesca, Proprietário de embarcação;RSI00000646 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
INTERFRIOS **************************;Indústria de pesca;CEI00032397 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
INVESTIMAR *********************;Indústria de pesca;SCI00037431 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
IPesca *************************;Indústria de pesca, Proprietário de embarcação;CEI00035625 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
IPesca *************************;Indústria de pesca, Proprietário de embarcação;CEI00035625 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
Ipesca *****************************;Indústria de pesca;PAI00031065 ;Belém,PA,Brasil;PA;Pessoa Jurídica
Ipesca *****************************;Indústria de pesca;PAI00031065 ;Belém,PA,Brasil;PA;Pessoa Jurídica
Ipesca *****************************;Indústria de pesca;PAI00031065 ;Belém,PA,Brasil;PA;Pessoa Jurídica
Ipesca *****************************;Indústria de pesca;PAI00031065 ;Belém,PA,Brasil;PA;Pessoa Jurídica
IPESCA ************************;Indústria de pesca;BAI00039967 ;Porto Seguro,BA,Brasil;BA;Pessoa Jurídica
IRANDUBA ***********************;Indústria de pesca;AMI00036577 ;Iranduba,AM,Brasil;AM;Pessoa Jurídica
IRMAOS **********************;Indústria de pesca;PAI00001428 ;Belém,PA,Brasil;PA;Pessoa Jurídica
ITALPESCA **************************************;Indústria de pesca;SCI00033951 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
IVAN *********************;Indústria de pesca;AMI00036559 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
IVO ***************************;Indústria de pesca;PRI00038437 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
IVO **********************;Indústria de pesca;PRI00032977 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
IZAQUE **********************;Indústria de pesca;AMI00040928 ;Jutaí,AM,Brasil;AM;Pessoa Jurídica
J3 ********************************************************************;Indústria de pesca;CEI00031497 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
J3 ********************************************************************;Indústria de pesca;CEI00031497 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
J3 ********************************************************************;Indústria de pesca;CEI00031497 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
J ************************;Indústria de pesca;PAI00043474 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
J.A.F. **********************************************;Indústria de pesca;SCI00030767 ;Penha,SC,Brasil;SC;Pessoa Jurídica
J.A.F. **********************************************;Indústria de pesca;SCI00030767 ;Penha,SC,Brasil;SC;Pessoa Jurídica
JAMISON **************;Indústria de pesca;SCI00034569 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
JAMISON **************;Indústria de pesca;SCI00034569 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
JASMAR *********************;Indústria de pesca;SCI00032159 ;Penha,SC,Brasil;SC;Pessoa Jurídica
JBM ***************************************;Indústria de pesca;BAI00043974 ;Salvador,BA,Brasil;BA;Pessoa Jurídica
JBM ***************************************;Indústria de pesca;BAI00043974 ;Salvador,BA,Brasil;BA;Pessoa Jurídica
J **********************************************************;Indústria de pesca;PAI00038997 ;Belém,PA,Brasil;PA;Pessoa Jurídica
JBS ***;Indústria de pesca;SPI00044418 ;Bauru,SP,Brasil;SP;Pessoa Jurídica
J *******************************;Indústria de pesca;PAI00001536 ;Bragança,PA,Brasil;PA;Pessoa Jurídica
Jerri **********************;Indústria de pesca;RSI00035299 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
JESSICA *******************;Indústria de pesca;PAI00028796 ;Bragança,PA,Brasil;PA;Pessoa Jurídica
JF *************;Indústria de pesca;PRI00037141 ;Colombo,PR,Brasil;PR;Pessoa Jurídica
J.GONÇALVES ************************;Indústria de pesca, Proprietário de embarcação;SCI00021658 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
J *********************;Indústria de pesca;MSI00043924 ;Bela Vista,MS,Brasil;MS;Pessoa Jurídica
JJ ********************;Indústria de pesca;AMI00036065 ;Iranduba,AM,Brasil;AM;Pessoa Jurídica
J. *******************;Indústria de pesca;RSI00000390 ;São Lourenço do Sul,RS,Brasil;RS;Pessoa Jurídica
J. *******************;Indústria de pesca;RSI00000390 ;São Lourenço do Sul,RS,Brasil;RS;Pessoa Jurídica
J.L ****************;Indústria de pesca;RSI00035255 ;Porto Alegre,RS,Brasil;RS;Pessoa Jurídica
J.L.CUNHA **********;Indústria de pesca;SPI00033679 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
J ****************;Indústria de pesca;API00039707 ;Calçoene,AP,Brasil;AP;Pessoa Jurídica
J ************************;Indústria de pesca;PAI00044024 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
JMA ****************;Indústria de pesca;PRI00037449 ;Colombo,PR,Brasil;PR;Pessoa Jurídica
J ************************************;Indústria de pesca;AMI00040860 ;Parintins,AM,Brasil;AM;Pessoa Jurídica
JMQ ***************************************************;Indústria de pesca;MGI00035205 ;Sarzedo,MG,Brasil;MG;Pessoa Jurídica
JMS *************************************;Indústria de pesca;SCI00027048 ;Penha,SC,Brasil;SC;Pessoa Jurídica
J.M.T. ****************************;Indústria de pesca, Registro de aquicultor;PRI00033947,PRR11447310 ;Rolândia,PR,Brasil;PR;Pessoa Jurídica
JOAO *****************;Indústria de pesca;SCI00043988 ;Camboriú,SC,Brasil;SC;Pessoa Jurídica
JOAO *******************;Indústria de pesca;SCI00038357 ;Garopaba,SC,Brasil;SC;Pessoa Jurídica
JOÃO ****************************;Indústria de pesca;SCI00042838 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
JOÃO ***************;Indústria de pesca;BAI00030307 ;Prado,BA,Brasil;BA;Pessoa Jurídica
JOÃO **********************;Indústria de pesca;PRI00034211 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
