Nome / Razão Social;Vínculo com o RGP;Número no RGP;cidade;UF;Tipo de Pessoa
PESCAL *************;Indústria de pesca;PRI00041354 ;Nova Prata do Iguaçu,PR,Brasil;PR;Pessoa Jurídica
Pescal *****;Indústria de pesca;RSI00000378 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
Pescal *****;Indústria de pesca;RSI00000378 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
PESCA *******************************;Indústria de pesca;SCI00039729 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
PESCANORTE ****************;Indústria de pesca;PAI00035937 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
PESCARIA ***************************************************************;Indústria de pesca;BAI00024064 ;Salvador,BA,Brasil;BA;Pessoa Jurídica
PESCARIA ***************************************************************;Indústria de pesca;BAI00024064 ;Salvador,BA,Brasil;BA;Pessoa Jurídica
PESCARIA ***************************************;Indústria de pesca;BAI00024170 ;Camaçari,BA,Brasil;BA;Pessoa Jurídica
PESCAROL *************************************;Indústria de pesca;SCI00042218 ;Penha,SC,Brasil;SC;Pessoa Jurídica
PESCAROL ******************************************;Indústria de pesca;SCI00031667 ;Penha,SC,Brasil;SC;Pessoa Jurídica
PESCATA **********************************;Indústria de pesca;SCI00030147 ;Florianópolis,SC,Brasil;SC;Pessoa Jurídica
PESCA ******************************;Indústria de pesca;SPI00034117 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
PESQUEIRA ********************************;Indústria de pesca;SCI00025106 ;Penha,SC,Brasil;SC;Pessoa Jurídica
PESQUEIRA ****************;Indústria de pesca;PBI00024960 ;João Pessoa,PB,Brasil;PB;Pessoa Jurídica
PESQUEIRA ***********;Indústria de pesca;CEI00032405 ;Acaraú,CE,Brasil;CE;Pessoa Jurídica
PESQUEIRA ***********;Indústria de pesca;CEI00032405 ;Acaraú,CE,Brasil;CE;Pessoa Jurídica
Pesqueira ************;Indústria de pesca, Arrendatário de embarcação, Proprietário de embarcação;PAI00000276 ;Belém,PA,Brasil;PA;Pessoa Jurídica
Pesqueira ************;Indústria de pesca, Arrendatário de embarcação, Proprietário de embarcação;PAI00000276 ;Camocim,CE,Brasil;PA;Pessoa Jurídica
Pesqueira ************;Indústria de pesca, Proprietário de embarcação;CEI00031077 ;Belém,PA,Brasil;CE;Pessoa Jurídica
Pesqueira *************;Indústria de pesca, Proprietário de embarcação;RNI00031701 ;Natal,RN,Brasil;RN;Pessoa Jurídica
Pesqueira *************;Indústria de pesca, Proprietário de embarcação;RNI00031701 ;Natal,RN,Brasil;RN;Pessoa Jurídica
PESQUEIRA **********************************************;Indústria de pesca;SCI00025268 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
Petfar *********************************;Indústria de pesca;RSI00042548 ;Nova Bréscia,RS,Brasil;RS;Pessoa Jurídica
PETRO **********************************************;Indústria de pesca;AMI00040906 ;Tonantins,AM,Brasil;AM;Pessoa Jurídica
PHAROS ***************************;Indústria de pesca;SCI00033581 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
PHILIMAR **************************;Indústria de pesca;SCI00033997 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
PHILIMAR **************************;Indústria de pesca;SCI00033997 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
PIKITO *************;Indústria de pesca;SCI00044338 ;Penha,SC,Brasil;SC;Pessoa Jurídica
PINHEIRO ****************;Indústria de pesca;AMI00036565 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
PINHEIRO ************;Indústria de pesca;AMI00039837 ;Manacapuru,AM,Brasil;AM;Pessoa Jurídica
Piscicultura ****************************************************;Indústria de pesca, Licença de aquicultor;CEI00037745,CEU00014317 ;Aquiraz,CE,Brasil;CE;Pessoa Jurídica
PISCICULTURA **********************************;Indústria de pesca;MGI00027986 ;Espera Feliz,MG,Brasil;MG;Pessoa Jurídica
PLANALTO ***************************;Indústria de pesca;SPI00033157 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
PLANALTO ***************************;Indústria de pesca;SPI00033161 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
PLANALTO ***************************;Indústria de pesca;SPI00033161 ;Carapicuíba,SP,Brasil;SP;Pessoa Jurídica
PLANALTO ***************************;Indústria de pesca;SPI00033157 ;Carapicuíba,SP,Brasil;SP;Pessoa Jurídica
PLECO ***********;Indústria de pesca;SCI00043308 ;Florianópolis,SC,Brasil;SC;Pessoa Jurídica
P. ************************************************;Indústria de pesca;API00036077 ;Oiapoque,AP,Brasil;AP;Pessoa Jurídica
PONTE ***********************************************;Indústria de pesca;SCI00034037 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
PONTE ***********************************************;Indústria de pesca;SCI00034037 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
PORTO ******************;Indústria de pesca;SCI00043610 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
PORTO ****************************************************************************;Indústria de pesca;PAI00043634 ;Belém,PA,Brasil;PA;Pessoa Jurídica
Porto ****************;Indústria de pesca;RJI00034667 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
Porto ****************;Indústria de pesca;RJI00034655 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
Porto ****************;Indústria de pesca;RJI00034655 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
POSEIDON **************************************;Indústria de pesca;SCI00003208 ;Penha,SC,Brasil;SC;Pessoa Jurídica
POSEIDON **************************************;Indústria de pesca;SCI00003208 ;Penha,SC,Brasil;SC;Pessoa Jurídica
PRAWN *************************;Indústria de pesca;BAI00032191 ;Canavieiras,BA,Brasil;BA;Pessoa Jurídica
PRBM *************************************;Indústria de pesca;PAI00043370 ;Belém,PA,Brasil;PA;Pessoa Jurídica
PREMIER **************;Indústria de pesca;SPI00032905 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
PREMIER **************;Indústria de pesca;SPI00032905 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
PREMIER **************************************************;Indústria de pesca;SCI00033647 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
Prestige *************;Indústria de pesca;AMI00043756 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
PRIME ************;Indústria de pesca;PEI00035465 ;Icapuí,CE,Brasil;PE;Pessoa Jurídica
PRIME ************;Indústria de pesca;CEI00035227 ;Alcobaça,BA,Brasil;CE;Pessoa Jurídica
PRIME ************;Indústria de pesca;PAI00042510 ;Icapuí,CE,Brasil;PA;Pessoa Jurídica
PRIME ************;Indústria de pesca;CEI00035227 ;Alcobaça,BA,Brasil;CE;Pessoa Jurídica
PRIME ************;Indústria de pesca;BAI00041910 ;Bragança,PA,Brasil;BA;Pessoa Jurídica
PRIME ************;Indústria de pesca, Registro de aquicultor;BAI00043894,BAR11564020 ;Recife,PE,Brasil;BA;Pessoa Jurídica
PRIME ************;Indústria de pesca;BAI00026660 ;Canavieiras,BA,Brasil;BA;Pessoa Jurídica
PRINCOMAR **********************;Indústria de pesca;PAI00018347 ;São João de Pirabas,PA,Brasil;PA;Pessoa Jurídica
PRODUMAR *************************************;Indústria de pesca, Arrendatário de embarcação, Proprietário de embarcação;RNI00003218 ;Natal,RN,Brasil;RN;Pessoa Jurídica
P ***********************************************************;Indústria de pesca;PAI00032115 ;Belém,PA,Brasil;PA;Pessoa Jurídica
P *******************;Indústria de pesca;CEI00034627 ;Cascavel,CE,Brasil;CE;Pessoa Jurídica
Qualimar *************************************;Indústria de pesca, Proprietário de embarcação;PEI00033759 ;Jaboatão dos Guararapes,PE,Brasil;PE;Pessoa Jurídica
RAD ************************************;Indústria de pesca;SPI00042866 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
R ************;Indústria de pesca;ESI00043358 ;Piúma,ES,Brasil;ES;Pessoa Jurídica
RAINHA ***************************;Indústria de pesca;AMI00040876 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
RANAC *********************;Indústria de pesca;SCI00031015 ;Antônio Carlos,SC,Brasil;SC;Pessoa Jurídica
RANAC *******************;Indústria de pesca;SCI00043820 ;Antônio Carlos,SC,Brasil;SC;Pessoa Jurídica
RANAVILLE *********************;Indústria de pesca;SPI00029896 ;São Roque,SP,Brasil;SP;Pessoa Jurídica
RANCHO **********************;Indústria de pesca;MTI00044494 ;Cuiabá,MT,Brasil;MT;Pessoa Jurídica
RARO ***************************;Indústria de pesca;MGI00036107 ;Contagem,MG,Brasil;MG;Pessoa Jurídica
RB *************************;Indústria de pesca;RNI00032641 ;Natal,RN,Brasil;RN;Pessoa Jurídica
RBJ ************************;Indústria de pesca;PAI00032771 ;Belém,PA,Brasil;PA;Pessoa Jurídica
R ***************************;Indústria de pesca;BAI00030299 ;Caravelas,BA,Brasil;BA;Pessoa Jurídica
REFRIO ********************;Indústria de pesca;SPI00034421 ;Itapecerica da Serra,SP,Brasil;SP;Pessoa Jurídica
REGINA ************************;Indústria de pesca;CEI00036817 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
Reiter ***************************;Indústria de pesca;RSI00035307 ;Nova Santa Rita,RS,Brasil;RS;Pessoa Jurídica
RENER ****************;Indústria de pesca;SPI00044470 ;Nova Aliança,SP,Brasil;SP;Pessoa Jurídica
REOFISH *****************************;Indústria de pesca;PRI00039859 ;Ponta Grossa,PR,Brasil;PR;Pessoa Jurídica
REPAR *************************************************;Indústria de pesca;PAI00042430 ;Belém,PA,Brasil;PA;Pessoa Jurídica
RESTAURANTE *****************;Indústria de pesca;SCI00035567 ;Florianópolis,SC,Brasil;SC;Pessoa Jurídica
RICARDO ******************************;Indústria de pesca;BAI00030067 ;Nova Viçosa,BA,Brasil;BA;Pessoa Jurídica
RICARDO ******************************;Indústria de pesca;BAI00030067 ;Nova Viçosa,BA,Brasil;BA;Pessoa Jurídica
RICARDO ******************************;Indústria de pesca;BAI00030067 ;Nova Viçosa,BA,Brasil;BA;Pessoa Jurídica
Ricardo *****************;Indústria de pesca;RSI00016099 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
RIO ********************;Indústria de pesca;MGI00028280 ;Viçosa,MG,Brasil;MG;Pessoa Jurídica
RIO ********************;Indústria de pesca;RRI00042816 ;Boa Vista,RR,Brasil;RR;Pessoa Jurídica
Rio **************************************;Indústria de pesca;RSI00018799 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
Rio ****************************;Indústria de pesca;RSI00018227 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
Rio **********************;Indústria de pesca;RJI00037927 ;Rio de Janeiro,RJ,Brasil;RJ;Pessoa Jurídica
RIO **************************;Indústria de pesca;ROI00040058 ;Porto Velho,RO,Brasil;RO;Pessoa Jurídica
RIVIERA *******************************************;Indústria de pesca;MGI00034297 ;Perdizes,MG,Brasil;MG;Pessoa Jurídica
RJB *************************;Indústria de pesca;SCI00035267 ;Balneário Piçarras,SC,Brasil;SC;Pessoa Jurídica
RKS **************************************;Indústria de pesca;SCI00044154 ;Penha,SC,Brasil;SC;Pessoa Jurídica
R *************************;Indústria de pesca;SCI00034707 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
R *************************;Indústria de pesca;SCI00034707 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
ROBERTO *************************;Indústria de pesca;SPI00043030 ;Bom Jesus dos Perdões,SP,Brasil;SP;Pessoa Jurídica
ROBERTO ******************;Indústria de pesca;PRI00038389 ;Pinhais,PR,Brasil;PR;Pessoa Jurídica
ROGERIO **********************;Indústria de pesca;SPI00035249 ;Dracena,SP,Brasil;SP;Pessoa Jurídica
ROTA *********************;Indústria de pesca;SCI00033607 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
ROTA *********************;Indústria de pesca;SCI00033607 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
RPD ***********;Indústria de pesca;MGI00022668 ;Itabira,MG,Brasil;MG;Pessoa Jurídica
RPM *************************************;Indústria de pesca;PAI00043424 ;Belém,PA,Brasil;PA;Pessoa Jurídica
R&R ***************************************;Indústria de pesca;SPI00041896 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
R ************;Indústria de pesca;AMI00043658 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
SALINAS ***********************;Indústria de pesca;RNI00003220 ;Areia Branca,RN,Brasil;RN;Pessoa Jurídica
SAMARIA ******************************;Indústria de pesca;RNI00036145 ;Pendências,RN,Brasil;RN;Pessoa Jurídica
SANES *************************;Indústria de pesca;RJI00034587 ;Queimados,RJ,Brasil;RJ;Pessoa Jurídica
SANTIAGO ************************;Indústria de pesca;BAI00030205 ;Porto Seguro,BA,Brasil;BA;Pessoa Jurídica
SAO *********************************************;Indústria de pesca, Registro de aquicultor;SPI00044050,SPR10313590 ;Santo André,SP,Brasil;SP;Pessoa Jurídica
SÃO ******************************;Indústria de pesca;SCI00038791 ;Criciúma,SC,Brasil;SC;Pessoa Jurídica
SAUDE ************************************;Indústria de pesca;DFI00043648 ;Brasília,DF,Brasil;DF;Pessoa Jurídica
SCP **************************************************;Indústria de pesca;PAI00030507 ;Belém,PA,Brasil;PA;Pessoa Jurídica
SC *************;Indústria de pesca;SCI00038821 ;Penha,SC,Brasil;SC;Pessoa Jurídica
SeaHub ****************;Indústria de pesca, Registro de aquicultor;SCI00038451,SCR11562060 ;Florianópolis,SC,Brasil;SC;Pessoa Jurídica
SEBASTIÃO **************************;Indústria de pesca;AMI00039377 ;Fonte Boa,AM,Brasil;AM;Pessoa Jurídica
Sebastiao ************************;Indústria de pesca;PAI00027708 ;Bragança,PA,Brasil;PA;Pessoa Jurídica
SEIKOMAR ******************************************************;Indústria de pesca;SCI00032029 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
SENDAS *****************;Indústria de pesca;SPI00033657 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
Senha ********************;Indústria de pesca;RSI00043096 ;Capela de Santana,RS,Brasil;RS;Pessoa Jurídica
SERGIO *********************;Indústria de pesca;PRI00037127 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
SIBELA *************************************;Indústria de pesca;SCI00041846 ;Imaruí,SC,Brasil;SC;Pessoa Jurídica
SIGEL ***********************************************;Indústria de pesca;PAI00001376 ;Belém,PA,Brasil;PA;Pessoa Jurídica
SIM ****************;Indústria de pesca;GOI00044066 ;Goiânia,GO,Brasil;GO;Pessoa Jurídica
Simone ************;Indústria de pesca;RSI00033345 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
SINARA ********************;Indústria de pesca;SCI00041564 ;Imaruí,SC,Brasil;SC;Pessoa Jurídica
S. ****************;Indústria de pesca;MSI00043078 ;Coxim,MS,Brasil;MS;Pessoa Jurídica
SL *******************************************;Indústria de pesca;CEI00033077 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
SL *******************************************;Indústria de pesca;CEI00033077 ;Fortaleza,CE,Brasil;CE;Pessoa Jurídica
S.M. ******************;Indústria de pesca;RSI00036297 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
SMG ***************;Indústria de pesca;SCI00027130 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
SMG ***************;Indústria de pesca;SCI00027130 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
SÓ *****************************************;Indústria de pesca;SPI00034097 ;Cerquilho,SP,Brasil;SP;Pessoa Jurídica
SORAIA *********************************;Indústria de pesca;SPI00034155 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
SOUSA *************************************;Indústria de pesca;PAI00043448 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
SPEERS *********************************************************;Indústria de pesca;SPI00044408 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
STUDIOWATER ***********************************;Indústria de pesca;RSI00038787 ;Porto Alegre,RS,Brasil;RS;Pessoa Jurídica
SUDAMBEEF *************************************************;Indústria de pesca;SPI00034735 ;Barueri,SP,Brasil;SP;Pessoa Jurídica
SUL *****************;Indústria de pesca;SCI00030927 ;Barra Velha,SC,Brasil;SC;Pessoa Jurídica
SUL **********************************;Indústria de pesca;SCI00038161 ;Laguna,SC,Brasil;SC;Pessoa Jurídica
SULPEX *************;Indústria de pesca;SCI00042628 ;Penha,SC,Brasil;SC;Pessoa Jurídica
SUNAMITA *****************;Indústria de pesca;SPI00042736 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
Super *********;Indústria de pesca;RSI00001348 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
SUPREME *********************************************;Indústria de pesca;SPI00034181 ;Santa Clara d`Oeste,SP,Brasil;SP;Pessoa Jurídica
TABATINGA ********************************;Indústria de pesca;AMI00043684 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
TECO *************************;Indústria de pesca;SCI00043528 ;Imbituba,SC,Brasil;SC;Pessoa Jurídica
THIAGO *********************************;Indústria de pesca;MSI00044444 ;Miranda,MS,Brasil;MS;Pessoa Jurídica
THIAGO ***************;Indústria de pesca;SCI00034315 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
TILABRAS ****************;Indústria de pesca, Licença de aquicultor;SPI00040638,SPU11479327 ;Buritama,SP,Brasil;SP;Pessoa Jurídica
TILÁPIA *********************************************;Indústria de pesca;PRI00034359 ;Toledo,PR,Brasil;PR;Pessoa Jurídica
TIM *********************************;Indústria de pesca;PAI00043240 ;Belém,PA,Brasil;PA;Pessoa Jurídica
TITANIC ***************************;Indústria de pesca;SPI00034051 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
Torquato *******************;Indústria de pesca, Proprietário de embarcação;RSI00016527 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
TRIDA *************;Indústria de pesca;SCI00035687 ;Navegantes,SC,Brasil;SC;Pessoa Jurídica
TRINTA ********************************;Indústria de pesca;SCI00035647 ;Florianópolis,SC,Brasil;SC;Pessoa Jurídica
TROPICAL *******************************************************;Indústria de pesca;RSI00038857 ;Porto Alegre,RS,Brasil;RS;Pessoa Jurídica
TROPICAL **************;Indústria de pesca;PAI00043126 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
TROPICAL **************;Indústria de pesca;PAI00043126 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
TROVÃO *************************;Indústria de pesca;SPI00033531 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
Trutas *****************************;Indústria de pesca, Registro de aquicultor;MGI00025316,MGR11555550 ;Delfim Moreira,MG,Brasil;MG;Pessoa Jurídica
Trutas *****************************;Indústria de pesca, Registro de aquicultor;MGI00025316,MGR11555550 ;Delfim Moreira,MG,Brasil;MG;Pessoa Jurídica
TUMAR ****************************;Indústria de pesca;SPI00040754 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
UNIFISH **************************************;Indústria de pesca;SCI00043530 ;Imaruí,SC,Brasil;SC;Pessoa Jurídica
UNIPESCA **************************************;Indústria de pesca;ALI00036059 ;Piaçabuçu,AL,Brasil;AL;Pessoa Jurídica
VALDIMIR ************************;Indústria de pesca;BAI00039921 ;Salvador,BA,Brasil;BA;Pessoa Jurídica
Valença ************************;Indústria de pesca, Registro de aquicultor;BAI00042664,BAR00015124 ;Valença,BA,Brasil;BA;Pessoa Jurídica
VALLE *************************;Indústria de pesca;SCI00032035 ;Ilhota,SC,Brasil;SC;Pessoa Jurídica
VALMIR ****************;Indústria de pesca;AMI00039667 ;Parintins,AM,Brasil;AM;Pessoa Jurídica
VALMOR **********************;Indústria de pesca;AMI00036171 ;Maués,AM,Brasil;AM;Pessoa Jurídica
VALQUIRIA *********************;Indústria de pesca;BAI00025720 ;Alcobaça,BA,Brasil;BA;Pessoa Jurídica
VALQUIRIA *********************;Indústria de pesca;BAI00025720 ;Alcobaça,BA,Brasil;BA;Pessoa Jurídica
VANDETE *******************;Indústria de pesca;AMI00040940 ;Jutaí,AM,Brasil;AM;Pessoa Jurídica
Vapza *************;Indústria de pesca;PRI00023650 ;Castro,PR,Brasil;PR;Pessoa Jurídica
VICTOR *********************;Indústria de pesca;DFI00043580 ;Brasília,DF,Brasil;DF;Pessoa Jurídica
VIGIA ***************************************************************;Indústria de pesca, Proprietário de embarcação;PAI00002158 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
VITALMAR *************************************;Indústria de pesca;SCI00030965 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
VITALMAR *************************************;Indústria de pesca;SCI00030965 ;Itajaí,SC,Brasil;SC;Pessoa Jurídica
VITOR *************;Indústria de pesca;AMI00039827 ;Manacapuru,AM,Brasil;AM;Pessoa Jurídica
VITÓRIA *************************;Indústria de pesca;PAI00043394 ;Belém,PA,Brasil;PA;Pessoa Jurídica
VIVACES *****************************************************************************;Indústria de pesca;AMI00044388 ;Manaus,AM,Brasil;AM;Pessoa Jurídica
VIVIANE ************************;Indústria de pesca;BAI00028278 ;Porto Seguro,BA,Brasil;BA;Pessoa Jurídica
VÓ *******************************************;Indústria de pesca;SCI00032677 ;Penha,SC,Brasil;SC;Pessoa Jurídica
WALMART ***********;Indústria de pesca;SPI00034047 ;Itapecerica da Serra,SP,Brasil;SP;Pessoa Jurídica
WAXTRADE ************************;Indústria de pesca;CEI00003236 ;Icapuí,CE,Brasil;CE;Pessoa Jurídica
W. **************;Indústria de pesca;AMI00039681 ;Jutaí,AM,Brasil;AM;Pessoa Jurídica
W **********;Indústria de pesca;PAI00043836 ;Santarém,PA,Brasil;PA;Pessoa Jurídica
WILLIAM **********;Indústria de pesca, Registro de aquicultor;SPI00044364,SPR11477740 ;São Carlos,SP,Brasil;SP;Pessoa Jurídica
WORLD ******************************;Indústria de pesca, Proprietário de embarcação;RSI00003350 ;Rio Grande,RS,Brasil;RS;Pessoa Jurídica
XLT *************;Indústria de pesca;PRI00042348 ;Guaratuba,PR,Brasil;PR;Pessoa Jurídica
YESHUA *****************************;Indústria de pesca;SPI00034207 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
YUKIKO *********;Indústria de pesca;SCI00040036 ;Porto Belo,SC,Brasil;SC;Pessoa Jurídica
ZALTANA ****************************************;Indústria de pesca;ROI00035991 ;Ariquemes,RO,Brasil;RO;Pessoa Jurídica
ZALTANA ****************************************;Indústria de pesca;ROI00035991 ;Ariquemes,RO,Brasil;RO;Pessoa Jurídica
ZIPPILIMA *************************************;Indústria de pesca;ESI00039261 ;Piúma,ES,Brasil;ES;Pessoa Jurídica
Z *******************************;Indústria de pesca;PAI00037949 ;Vigia,PA,Brasil;PA;Pessoa Jurídica
ZZZ ***********;Indústria de pesca;SPI00044260 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
ZZZ ***********;Indústria de pesca;SPI00044260 ;São Paulo,SP,Brasil;SP;Pessoa Jurídica
